aphiaID,taxonID,class,order,scientificName,taxon_cpr_list,FG_complete,filter_or_not
344996,1579,Copepoda,Calanoida,Paraeuchaeta biloba,Paraeuchaeta biloba f,carnivore,0
345051,1596,Copepoda,Calanoida,Paraeuchaeta exigua,Paraeuchaeta exigua,carnivore,0
345232,1657,Copepoda,Calanoida,Paraheterorhabdus farrani,Paraheterorhabdus farrani,carnivore,0
345234,1664,Copepoda,Calanoida,Paralabidocera antarctica,Paralabidocera antarctica,omnivore,0
345251,1889,Copepoda,Calanoida,Pseudoamallothrix ovata,Pseudoamallothrix ovata f,omnivore,0
345271,2074,Copepoda,Calanoida,Rhincalanidae,Rhincalanidae j,omnivore,0
345286,2136,Copepoda,Calanoida,Scaphocalanus farrani,Scaphocalanus farrani,omnivore,0
345365,2275,Copepoda,Calanoida,Stephos longipes,Stephos longipes,omnivore,0
345366,2299,Copepoda,Calanoida,Subeucalanus longiceps,Subeucalanus longiceps,omnivore,0
345368,4317,Copepoda,Cyclopoida,Triconia antarctica,Triconia antarctica,omnivore,0
345717,419,Copepoda,Calanoida,Aetideus pseudarmatus,Aetideus pseudarmatus f,omnivore,0
345759,606,Copepoda,Calanoida,Calanoides patagoniensis,Calanoides patagoniensis f,omnivore,0
345760,NA,NA,NA,NA,Calanus australis,omnivore,0
345777,697,Copepoda,Calanoida,Candacia cheirura,Candacia cheirura,carnivore,0
345778,820,Copepoda,Calanoida,Clausocalanus ingens,Clausocalanus ingens,omnivore,0
345781,1012,Copepoda,Calanoida,Eucalanus hyalinus,Eucalanus hyalinus f,omnivore,0
345858,NA,NA,NA,NA,Spongodiscidae (Circular),na,0
345911,NA,NA,NA,NA,Parundella spp.,omnivore,0
345933,326,Copepoda,Calanoida,Acartia (Acanthacartia) fossae,Acartia fossae f,omnivore,0
345940,331,Copepoda,Calanoida,Acartia (Acanthacartia) sinjiensis,Acartia sinjiensis f,omnivore,0
345943,334,Copepoda,Calanoida,Acartia (Acanthacartia) tonsa,Acartia tonsa f,omnivore,0
346026,337,Copepoda,Calanoida,Acartia (Acartia) danae,Acartia danae,omnivore,0
346030,341,Copepoda,Calanoida,Acartia (Acartia) negligens,Acartia negligens f,omnivore,0
346037,352,Copepoda,Calanoida,Acartia (Acartiura) longiremis,Acartia longiremis,omnivore,0
346037,352,Copepoda,Calanoida,Acartia (Acartiura) longiremis,Acartia longiremis,omnivore,0
346040,355,Copepoda,Calanoida,Acartia (Acartiura) simplex,Acartia simplex f,omnivore,0
346042,357,Copepoda,Calanoida,Acartia (Acartiura) tranteri,Acartia tranteri,omnivore,0
346049,364,Copepoda,Calanoida,Acartia (Odontacartia) amboinensis,Acartia amboinensis f,omnivore,0
346050,365,Copepoda,Calanoida,Acartia (Odontacartia) australis,Acartia australis f,omnivore,0
346051,366,Copepoda,Calanoida,Acartia (Odontacartia) bispinosa,Acartia bispinosa f,omnivore,0
346059,374,Copepoda,Calanoida,Acartia (Odontacartia) pacifica,Acartia pacifica,omnivore,0
346148,521,Copepoda,Calanoida,Bestiolina,Bestiolina spp. f,omnivore,0
346152,526,Copepoda,Calanoida,Bestiolina similis,Bestiolina similis f,omnivore,0
346200,611,Copepoda,Calanoida,Calanopia aurivilli,Calanopia aurivilli f,carnivore,0
346234,695,Copepoda,Calanoida,Candacia bradyi,Candacia bradyi f,carnivore,0
346235,700,Copepoda,Calanoida,Candacia discaudata,Candacia discaudata f,carnivore,0
346252,744,Copepoda,Calanoida,Centropages australiensis,Centropages australiensis,omnivore,0
346255,752,Copepoda,Calanoida,Centropages elegans,Centropages elegans f,omnivore,0
346283,3737,Copepoda,Harpacticoida,Clytemnestra farrani,Clytemnestra farrani f,omnivore,0
346286,3739,Copepoda,Harpacticoida,Clytemnestra longipes,Clytemnestra longipes f,omnivore,0
346293,3748,Copepoda,Cyclopoida,Copilia hendorffi,Copilia hendorffi f,omnivore,0
346298,3762,Copepoda,Cyclopoida,Corycaeus vitreus,Corycaeus vitreus m,carnivore,0
346358,3828,Copepoda,Cyclopoida,Dioithona oculata,Dioithona oculata f,omnivore,0
346360,3830,Copepoda,Cyclopoida,Dioithona rigida,Dioithona rigida f,omnivore,0
346438,1018,Copepoda,Calanoida,Euchaeta indica,Euchaeta indica f,carnivore,0
346439,1019,Copepoda,Calanoida,Euchaeta longicornis,Euchaeta longicornis f,carnivore,0
346441,1022,Copepoda,Calanoida,Euchaeta marinella,Euchaeta marinella f,carnivore,0
346444,1028,Copepoda,Calanoida,Euchaeta rimana,Euchaeta rimana f,carnivore,0
346476,3866,Copepoda,Cyclopoida,Farranula concinna,Farranula concinna f,carnivore,0
346477,3868,Copepoda,Cyclopoida,Farranula gibbula,Farranula gibbula f,carnivore,0
346507,3879,Copepoda,Harpacticoida,Goniopsyllus,Goniopsyllus spp. f,omnivore,0
346538,1189,Copepoda,Calanoida,Heterorhabdus lobatus,Heterorhabdus lobatus f,carnivore,0
346588,1255,Copepoda,Calanoida,Labidocera cervi,Labidocera cervi f,carnivore,0
346589,1256,Copepoda,Calanoida,Labidocera dakini,Labidocera dakini f,carnivore,0
346593,1261,Copepoda,Calanoida,Labidocera farrani,Labidocera farrani f,carnivore,0
346613,1290,Copepoda,Calanoida,Labidocera tasmanica,Labidocera tasmanica f,carnivore,0
347746,1723,Copepoda,Calanoida,Parvocalanus,Parvocalanus spp. f,omnivore,0
354022,4107,Copepoda,Cyclopoida,Oncaea clevei,Oncaea clevei complex f,omnivore,0
354594,1711,Copepoda,Calanoida,Pareucalanus langae,Pareucalanus langae f,omnivore,0
354875,1798,Copepoda,Calanoida,Pontella novaezealandiae,Pontella novaezealandiae f,carnivore,0
355135,1988,Copepoda,Calanoida,Pseudodiaptomus baylyi,Pseudodiaptomus baylyi f,omnivore,0
355172,2025,Copepoda,Calanoida,Pseudodiaptomus mertoni,Pseudodiaptomus mertoni f,omnivore,0
355505,2155,Copepoda,Calanoida,Scolecithricella globulosa,Scolecithricella globulosa m,omnivore,0
355934,2307,Copepoda,Calanoida,Sulcanus conflictus,Sulcanus conflictus f,carnivore,0
356829,2079,Copepoda,Calanoida,Rhincalanus rostrifrons,Rhincalanus rostrifrons f,omnivore,0
357533,604,Copepoda,Calanoida,Calanoides brevicornis,Calanoides breivcornis f,omnivore,0
358328,3839,Copepoda,Cyclopoida,Ditrichocorycaeus asiaticus,Ditrichocorycaeus asiaticus f,carnivore,0
359743,4169,Copepoda,Cyclopoida,Onychocorycaeus agilis,Onychocorycaeus agilis f,carnivore,0
359744,4174,Copepoda,Cyclopoida,Onychocorycaeus pacificus,Onychocorycaeus pacificus f,carnivore,0
359879,1645,Copepoda,Calanoida,Paraeuchaeta tonsa,Paraeuchaeta tonsa,carnivore,0
360047,1714,Copepoda,Calanoida,Pareucalanus sewelli,Pareucalanus sewelli f,omnivore,0
360051,1725,Copepoda,Calanoida,Parvocalanus crassirostris,Parvocalanus crassirostris f,omnivore,0
360054,1730,Copepoda,Calanoida,Parvocalanus serratipes,Parvocalanus cf. serratipes f,omnivore,0
360246,1827,Copepoda,Calanoida,Pontellopsis krameri,Pontellopsis krameri f,carnivore,0
360662,2297,Copepoda,Calanoida,Subeucalanus dentatus,Subeucalanus dentatus f,omnivore,0
360846,4164,Copepoda,Cyclopoida,Oncaea waldemari,Oncaea waldemari f,omnivore,0
361576,2182,Copepoda,Calanoida,Scolecitrichopsis ctenopus,Scolecitrichopsis ctenopus m,omnivore,0
361875,4144,Copepoda,Cyclopoida,Oncaea paraclevei,Oncaea paraclevei f,omnivore,0
363803,NA,NA,NA,NA,Oncaea venusta typica,omnivore,0
363904,861,Copepoda,Calanoida,Delibus,Delibus spp. f,omnivore,0
363905,862,Copepoda,Calanoida,Delibus nudus,Delibus nudus f,omnivore,0
367245,4062,Copepoda,Cyclopoida,Oithona brevicornis brevicornis,Oithona brevicornis f,omnivore,0
370366,NA,NA,NA,NA,Chaetoceros(Hyalochaete) spp.,na,0
370367,NA,NA,NA,NA,Chaetoceros(Phaeoceros) spp.,na,0
382879,NA,NA,NA,NA,Jasus edwardsii,carnivore,0
387338,6004,Gastropoda,Littorinimorpha,Pterotracheoidea,Pterotracheoidea,carnivore,0
392346,NA,NA,NA,NA,Munida gregaria,omnivore,0
394447,NA,NA,NA,NA,Hemicyclops spp. j,omnivore,0
411917,4842,Gastropoda,Pteropoda,Hydromylidae,Hydromylidae,carnivore,0
416150,NA,NA,NA,NA,Xystonellopsis spp.,omnivore,0
416442,329,Copepoda,Calanoida,Acartia (Acanthacartia) pietschmani,Acartia pietschmani f,omnivore,0
417136,NA,NA,NA,NA,Codonella galea,omnivore,0
417162,NA,NA,NA,NA,Codonellopsis orthoceras,omnivore,0
417228,NA,NA,NA,NA,Salpingella acuminata,omnivore,0
417266,NA,NA,NA,NA,Xystonellopsis heros,omnivore,0
418109,NA,NA,NA,NA,Orcadia riedeli,na,0
421612,55,Malacostraca,Amphipoda,Dairella californica,Dairella californica,omnivore,0
427448,NA,NA,NA,NA,Codonellopsis ostenfeldi,omnivore,0
427576,NA,NA,NA,NA,Amplectella tricollaria,omnivore,0
427625,NA,NA,NA,NA,Xystonella lohmanni,omnivore,0
514315,NA,NA,NA,NA,Nematocarcinus longirostris,omnivore,0
533451,4875,Gastropoda,Pteropoda,Spongiobranchaea australis,Spongiobranchaea australis,carnivore,0
558776,NA,NA,NA,NA,Echinospira larva,na,0
582421,NA,NA,NA,NA,Radiolarian A,na,0
587513,4198,Copepoda,Harpacticoida,Peltidiinae,Peltidiinae,omnivore,0
596242,1759,Copepoda,Calanoida,Pleuromamma abdominalis abdominalis,Pleuromamma abdominalis,omnivore,0
596242,1759,Copepoda,Calanoida,Pleuromamma abdominalis abdominalis,Pleuromamma abdominalis,omnivore,0
613575,NA,NA,NA,NA,Proboscia curvirostris,na,0
712788,NA,NA,NA,NA,Pleuragramma antarctica,na,0
714164,4795,Gastropoda,Pteropoda,Clione antarctica,Clione limacina antarctica,omnivore,0
716449,627,Copepoda,Calanoida,Calanus australis australis,Calanus australis,omnivore,0
720560,2415,Copepoda,Calanoida,Tortanus (Tortanus) gracilis,Tortanus gracilis f,carnivore,0
720586,2413,Copepoda,Calanoida,Tortanus (Tortanus) barbatus,Tortanus barbatus f,carnivore,0
723504,NA,NA,NA,NA,Cyttarocylis ampulla,omnivore,0
732976,NA,NA,NA,NA,Tintinnina,na,0
734517,4090,Copepoda,Cyclopoida,Oithona setigera setigera,Oithona setigera f,omnivore,0
734518,4092,Copepoda,Cyclopoida,Oithona simplex simplex,Oithona simplex f,omnivore,0
745865,1542,Copepoda,Calanoida,Paracalanus parvus parvus,Paracalanus parvus f,omnivore,0
745865,1542,Copepoda,Calanoida,Paracalanus parvus parvus,Paracalanus parvus f,omnivore,0
746007,1767,Copepoda,Calanoida,Pleuromamma robusta robusta,Pleuromamma robusta,omnivore,0
764978,3840,Copepoda,Cyclopoida,Ditrichocorycaeus aucklandicus,Ditrichocorycaeus aucklandicus f,carnivore,0
764980,3842,Copepoda,Cyclopoida,Ditrichocorycaeus dahli,Ditrichocorycaeus dahli f,carnivore,0
764981,3843,Copepoda,Cyclopoida,Ditrichocorycaeus erythraeus,Ditrichocorycaeus erythraeus f,carnivore,0
765217,4350,Copepoda,Cyclopoida,Urocorycaeus longistylis,Urocorycaeus longistylis f,carnivore,0
841190,NA,NA,NA,NA,Ceratium bucephalum,na,0
847452,1011,Copepoda,Calanoida,Eucalanus elongatus elongatus,Eucalanus elongatus f,omnivore,0
850801,1427,Copepoda,Calanoida,Metridia lucens lucens,Metridia lucens,omnivore,0
883864,NA,NA,NA,NA,Belzebub spp.,carnivore,0
883869,NA,NA,NA,NA,Lucifer penicillifer m,carnivore,0
1381349,3857,Copepoda,Cyclopoida,Ergasilida,Nauplii poecilostomatoida / cyclopoid,omnivore,0
1384339,844,Copepoda,Calanoida,Cosmocalanus darwinii darwinii,Cosmocalanus darwinii,omnivore,0
1436445,1762,Copepoda,Calanoida,Pleuromamma gracilis gracilis,Pleuromamma gracilis,omnivore,0
1458653,1272,Copepoda,Calanoida,Labidocera kroyeri kroyeri,Labidocera kroyeri f,carnivore,0
1461626,815,Copepoda,Calanoida,Clausocalanus arcuicornis arcuicornis,Clausocalanus arcuicornis f,omnivore,0
1464945,1535,Copepoda,Calanoida,Paracalanus aculeatus aculeatus,Paracalanus aculeatus f,omnivore,0
1488083,2076,Copepoda,Calanoida,Rhincalanus cornutus cornutus,Rhincalanus cornutus,omnivore,0
1509944,2161,Copepoda,Calanoida,Scolecithricella minor minor,Scolecithricella minor f,omnivore,0
1509944,2161,Copepoda,Calanoida,Scolecithricella minor minor,Scolecithricella minor f,omnivore,0
1649789,NA,NA,NA,NA,Hansarsia megalops,omnivore,0
1740301,NA,NA,NA,NA,Medusa,carnivore,0
